券種,レース条件,馬の条件,オッズ,人気,点数,的中,回収率,最悪年,最良年,100%超の年数
単勝,多頭数16+,MF複勝5位以内,〜10倍,3番人気以内,15940,3481,79.6,75.4,83.2,0
複勝,多頭数16+,MF複勝5位以内,〜10倍,3番人気以内,15940,8146,82.6,81.3,83.7,0
単勝,多頭数16+,MF複勝5位以内,〜20倍,人気不問,27001,4352,80.0,75.1,84.7,0
複勝,多頭数16+,MF複勝5位以内,〜20倍,人気不問,27001,11270,81.1,79.7,84.3,0
単勝,多頭数16+,MF複勝5位以内,〜20倍,4番人気以下,10814,852,80.3,72.2,93.8,0
複勝,多頭数16+,MF複勝5位以内,〜20倍,4番人気以下,10814,3032,78.5,74.9,84.8,0
単勝,多頭数16+,MF複勝5位以内,〜20倍,6番人気以下,3552,207,82.0,60.3,100.1,1
複勝,多頭数16+,MF複勝5位以内,〜20倍,6番人気以下,3552,774,77.6,69.4,86.5,0
単勝,多頭数16+,MF複勝5位以内,〜20倍,3番人気以内,16187,3500,79.8,75.8,84.1,0
複勝,多頭数16+,MF複勝5位以内,〜20倍,3番人気以内,16187,8238,82.8,81.7,84.0,0
単勝,少頭数-12,MF複勝1位,〜5倍,人気不問,3799,1349,82.4,76.1,87.3,0
複勝,少頭数-12,MF複勝1位,〜5倍,人気不問,3799,2634,85.6,83.1,88.2,0
単勝,少頭数-12,MF複勝1位,〜5倍,3番人気以内,3784,1346,82.3,75.8,87.0,0
複勝,少頭数-12,MF複勝1位,〜5倍,3番人気以内,3784,2625,85.6,83.1,88.2,0
単勝,少頭数-12,MF複勝1位,5-10倍,人気不問,487,57,74.5,56.0,95.2,0
複勝,少頭数-12,MF複勝1位,5-10倍,人気不問,487,218,86.7,62.6,103.3,1
単勝,少頭数-12,MF複勝1位,5-10倍,4番人気以下,228,22,68.6,38.3,113.3,1
複勝,少頭数-12,MF複勝1位,5-10倍,4番人気以下,228,90,81.8,58.7,106.0,1
単勝,少頭数-12,MF複勝1位,5-10倍,3番人気以内,259,35,79.7,57.5,134.6,1
複勝,少頭数-12,MF複勝1位,5-10倍,3番人気以内,259,128,91.0,66.1,136.5,1
単勝,少頭数-12,MF複勝1位,〜10倍,人気不問,4286,1406,81.5,73.8,85.7,0
複勝,少頭数-12,MF複勝1位,〜10倍,人気不問,4286,2852,85.7,84.8,87.4,0
単勝,少頭数-12,MF複勝1位,〜10倍,4番人気以下,243,25,70.2,35.6,116.5,1
複勝,少頭数-12,MF複勝1位,〜10倍,4番人気以下,243,99,82.4,61.2,104.9,1
単勝,少頭数-12,MF複勝1位,〜10倍,3番人気以内,4043,1381,82.2,75.1,88.4,0
複勝,少頭数-12,MF複勝1位,〜10倍,3番人気以内,4043,2753,85.9,83.6,88.2,0
単勝,少頭数-12,MF複勝1位,〜20倍,人気不問,4367,1411,81.3,73.6,86.4,0
複勝,少頭数-12,MF複勝1位,〜20倍,人気不問,4367,2874,85.5,84.3,86.7,0
単勝,少頭数-12,MF複勝1位,〜20倍,4番人気以下,324,30,71.0,30.3,132.3,1
複勝,少頭数-12,MF複勝1位,〜20倍,4番人気以下,324,121,80.6,57.1,110.7,1
単勝,少頭数-12,MF複勝1位,〜20倍,3番人気以内,4043,1381,82.2,75.1,88.4,0
複勝,少頭数-12,MF複勝1位,〜20倍,3番人気以内,4043,2753,85.9,83.6,88.2,0
単勝,少頭数-12,MF複勝2位以内,〜5倍,人気不問,6365,2047,82.7,81.7,85.9,0
複勝,少頭数-12,MF複勝2位以内,〜5倍,人気不問,6365,4271,85.8,84.3,86.9,0
単勝,少頭数-12,MF複勝2位以内,〜5倍,3番人気以内,6337,2039,82.4,81.6,84.9,0
複勝,少頭数-12,MF複勝2位以内,〜5倍,3番人気以内,6337,4254,85.7,84.3,87.0,0
単勝,少頭数-12,MF複勝2位以内,5-10倍,人気不問,1824,246,85.6,72.7,99.3,0
複勝,少頭数-12,MF複勝2位以内,5-10倍,人気不問,1824,834,85.7,81.9,91.8,0
単勝,少頭数-12,MF複勝2位以内,5-10倍,4番人気以下,761,83,76.7,69.9,82.0,0
複勝,少頭数-12,MF複勝2位以内,5-10倍,4番人気以下,761,309,82.0,69.6,91.0,0
単勝,少頭数-12,MF複勝2位以内,5-10倍,3番人気以内,1063,163,92.0,69.0,113.6,3
複勝,少頭数-12,MF複勝2位以内,5-10倍,3番人気以内,1063,525,88.3,81.1,102.0,1
単勝,少頭数-12,MF複勝2位以内,10-20倍,人気不問,449,34,96.9,78.5,117.1,2
複勝,少頭数-12,MF複勝2位以内,10-20倍,人気不問,449,133,87.3,81.9,92.4,0
単勝,少頭数-12,MF複勝2位以内,10-20倍,4番人気以下,417,30,93.3,81.8,109.5,1
複勝,少頭数-12,MF複勝2位以内,10-20倍,4番人気以下,417,116,81.8,72.2,88.0,0
単勝,少頭数-12,MF複勝2位以内,10-20倍,6番人気以下,177,12,94.1,30.0,141.6,3
複勝,少頭数-12,MF複勝2位以内,10-20倍,6番人気以下,177,42,78.9,64.4,106.5,1
単勝,少頭数-12,MF複勝2位以内,〜10倍,人気不問,8189,2293,83.3,79.8,89.1,0
複勝,少頭数-12,MF複勝2位以内,〜10倍,人気不問,8189,5105,85.7,84.4,87.1,0
単勝,少頭数-12,MF複勝2位以内,〜10倍,4番人気以下,789,91,78.7,69.9,87.2,0
複勝,少頭数-12,MF複勝2位以内,〜10倍,4番人気以下,789,326,82.6,69.6,90.5,0
単勝,少頭数-12,MF複勝2位以内,〜10倍,3番人気以内,7400,2202,83.8,79.6,89.3,0
複勝,少頭数-12,MF複勝2位以内,〜10倍,3番人気以内,7400,4779,86.1,83.9,89.0,0
単勝,少頭数-12,MF複勝2位以内,〜20倍,人気不問,8638,2327,84.0,81.8,89.1,0
複勝,少頭数-12,MF複勝2位以内,〜20倍,人気不問,8638,5238,85.8,84.4,87.2,0
単勝,少頭数-12,MF複勝2位以内,〜20倍,4番人気以下,1206,121,83.8,77.2,88.5,0
複勝,少頭数-12,MF複勝2位以内,〜20倍,4番人気以下,1206,442,82.3,74.6,88.1,0
単勝,少頭数-12,MF複勝2位以内,〜20倍,6番人気以下,211,14,86.5,25.8,117.7,3
複勝,少頭数-12,MF複勝2位以内,〜20倍,6番人気以下,211,53,79.0,55.4,116.2,1
単勝,少頭数-12,MF複勝2位以内,〜20倍,3番人気以内,7432,2206,84.1,80.7,89.6,0
複勝,少頭数-12,MF複勝2位以内,〜20倍,3番人気以内,7432,4796,86.4,84.2,89.1,0
単勝,少頭数-12,MF複勝3位以内,〜5倍,人気不問,7810,2363,81.1,77.6,83.8,0
複勝,少頭数-12,MF複勝3位以内,〜5倍,人気不問,7810,5128,85.3,83.4,87.3,0
単勝,少頭数-12,MF複勝3位以内,〜5倍,3番人気以内,7763,2347,80.6,76.8,83.4,0
複勝,少頭数-12,MF複勝3位以内,〜5倍,3番人気以内,7763,5098,85.2,83.3,87.4,0
単勝,少頭数-12,MF複勝3位以内,5-10倍,人気不問,3611,438,79.2,68.3,86.2,0
複勝,少頭数-12,MF複勝3位以内,5-10倍,人気不問,3611,1560,82.1,78.8,87.0,0
単勝,少頭数-12,MF複勝3位以内,5-10倍,4番人気以下,1637,160,71.2,57.1,88.3,0
複勝,少頭数-12,MF複勝3位以内,5-10倍,4番人気以下,1637,628,77.0,69.7,86.5,0
単勝,少頭数-12,MF複勝3位以内,5-10倍,3番人気以内,1974,278,85.8,72.1,100.6,1
複勝,少頭数-12,MF複勝3位以内,5-10倍,3番人気以内,1974,932,86.5,80.6,96.5,0
単勝,少頭数-12,MF複勝3位以内,10-20倍,人気不問,1267,80,83.3,65.5,114.0,1
複勝,少頭数-12,MF複勝3位以内,10-20倍,人気不問,1267,359,79.6,74.0,83.0,0
単勝,少頭数-12,MF複勝3位以内,10-20倍,4番人気以下,1167,73,83.6,72.3,106.3,1
複勝,少頭数-12,MF複勝3位以内,10-20倍,4番人気以下,1167,319,77.4,71.7,81.3,0
単勝,少頭数-12,MF複勝3位以内,10-20倍,6番人気以下,440,31,101.6,42.3,138.4,3
複勝,少頭数-12,MF複勝3位以内,10-20倍,6番人気以下,440,103,78.3,61.0,90.1,0
単勝,少頭数-12,MF複勝3位以内,20-50倍,人気不問,414,11,61.8,24.2,120.4,1
複勝,少頭数-12,MF複勝3位以内,20-50倍,人気不問,414,64,64.0,47.4,81.6,0
単勝,少頭数-12,MF複勝3位以内,20-50倍,4番人気以下,411,11,62.3,24.5,120.4,1
複勝,少頭数-12,MF複勝3位以内,20-50倍,4番人気以下,411,63,64.1,47.9,82.7,0
単勝,少頭数-12,MF複勝3位以内,20-50倍,6番人気以下,329,10,69.2,27.9,152.1,1
複勝,少頭数-12,MF複勝3位以内,20-50倍,6番人気以下,329,46,64.5,44.9,76.8,0
単勝,少頭数-12,MF複勝3位以内,〜10倍,人気不問,11421,2801,80.5,76.2,84.5,0
複勝,少頭数-12,MF複勝3位以内,〜10倍,人気不問,11421,6688,84.3,82.8,86.3,0
単勝,少頭数-12,MF複勝3位以内,〜10倍,4番人気以下,1684,176,73.6,58.3,91.9,0
複勝,少頭数-12,MF複勝3位以内,〜10倍,4番人気以下,1684,658,77.6,69.7,86.5,0
単勝,少頭数-12,MF複勝3位以内,〜10倍,3番人気以内,9737,2625,81.7,77.3,85.5,0
複勝,少頭数-12,MF複勝3位以内,〜10倍,3番人気以内,9737,6030,85.5,82.9,89.2,0
単勝,少頭数-12,MF複勝3位以内,〜20倍,人気不問,12688,2881,80.7,77.1,83.2,0
複勝,少頭数-12,MF複勝3位以内,〜20倍,人気不問,12688,7047,83.8,81.9,85.9,0
単勝,少頭数-12,MF複勝3位以内,〜20倍,4番人気以下,2851,249,77.7,65.4,98.1,0
複勝,少頭数-12,MF複勝3位以内,〜20倍,4番人気以下,2851,977,77.5,71.4,84.5,0
単勝,少頭数-12,MF複勝3位以内,〜20倍,6番人気以下,508,37,97.5,43.3,137.2,3
複勝,少頭数-12,MF複勝3位以内,〜20倍,6番人気以下,508,124,78.1,64.2,94.1,0
単勝,少頭数-12,MF複勝3位以内,〜20倍,3番人気以内,9837,2632,81.6,77.9,85.2,0
複勝,少頭数-12,MF複勝3位以内,〜20倍,3番人気以内,9837,6070,85.7,83.0,89.4,0
単勝,少頭数-12,MF複勝5位以内,〜5倍,人気不問,8960,2625,81.0,77.0,84.0,0
複勝,少頭数-12,MF複勝5位以内,〜5倍,人気不問,8960,5787,85.2,83.6,87.5,0
単勝,少頭数-12,MF複勝5位以内,〜5倍,3番人気以内,8882,2605,80.7,76.2,84.1,0
複勝,少頭数-12,MF複勝5位以内,〜5倍,3番人気以内,8882,5741,85.2,83.6,87.7,0
単勝,少頭数-12,MF複勝5位以内,5-10倍,人気不問,6441,770,80.3,73.7,87.1,0
複勝,少頭数-12,MF複勝5位以内,5-10倍,人気不問,6441,2718,81.6,79.1,85.7,0
単勝,少頭数-12,MF複勝5位以内,5-10倍,4番人気以下,3380,352,77.2,69.9,85.9,0
複勝,少頭数-12,MF複勝5位以内,5-10倍,4番人気以下,3380,1301,78.5,75.9,81.8,0
単勝,少頭数-12,MF複勝5位以内,5-10倍,6番人気以下,163,17,88.5,0.0,204.5,2
複勝,少頭数-12,MF複勝5位以内,5-10倍,6番人気以下,163,58,86.7,34.4,134.5,2
単勝,少頭数-12,MF複勝5位以内,5-10倍,3番人気以内,3061,418,83.8,74.4,95.1,0
複勝,少頭数-12,MF複勝5位以内,5-10倍,3番人気以内,3061,1417,85.0,79.3,89.9,0
単勝,少頭数-12,MF複勝5位以内,10-20倍,人気不問,3957,242,83.7,66.7,98.5,0
複勝,少頭数-12,MF複勝5位以内,10-20倍,人気不問,3957,1075,78.0,73.3,86.4,0
単勝,少頭数-12,MF複勝5位以内,10-20倍,4番人気以下,3774,231,84.5,68.7,98.4,0
複勝,少頭数-12,MF複勝5位以内,10-20倍,4番人気以下,3774,1011,77.2,72.6,86.4,0
単勝,少頭数-12,MF複勝5位以内,10-20倍,6番人気以下,1512,92,89.8,77.6,106.0,1
複勝,少頭数-12,MF複勝5位以内,10-20倍,6番人気以下,1512,362,78.9,73.8,88.2,0
単勝,少頭数-12,MF複勝5位以内,10-20倍,3番人気以内,183,11,67.2,26.5,148.1,2
複勝,少頭数-12,MF複勝5位以内,10-20倍,3番人気以内,183,64,95.9,87.0,107.8,2
単勝,少頭数-12,MF複勝5位以内,20-50倍,人気不問,2100,54,71.2,58.5,95.2,0
複勝,少頭数-12,MF複勝5位以内,20-50倍,人気不問,2100,340,71.1,54.9,86.7,0
単勝,少頭数-12,MF複勝5位以内,20-50倍,4番人気以下,2093,54,71.5,58.5,96.0,0
複勝,少頭数-12,MF複勝5位以内,20-50倍,4番人気以下,2093,337,71.1,54.9,86.4,0
単勝,少頭数-12,MF複勝5位以内,20-50倍,6番人気以下,1654,44,76.2,60.0,107.6,1
複勝,少頭数-12,MF複勝5位以内,20-50倍,6番人気以下,1654,243,71.1,57.2,83.0,0
単勝,少頭数-12,MF複勝5位以内,〜10倍,人気不問,15401,3395,80.7,77.9,83.1,0
複勝,少頭数-12,MF複勝5位以内,〜10倍,人気不問,15401,8505,83.7,82.0,86.7,0
単勝,少頭数-12,MF複勝5位以内,〜10倍,4番人気以下,3458,372,78.1,70.0,87.7,0
複勝,少頭数-12,MF複勝5位以内,〜10倍,4番人気以下,3458,1347,78.8,76.2,81.5,0
単勝,少頭数-12,MF複勝5位以内,〜10倍,6番人気以下,163,17,88.5,0.0,204.5,2
複勝,少頭数-12,MF複勝5位以内,〜10倍,6番人気以下,163,58,86.7,34.4,134.5,2
単勝,少頭数-12,MF複勝5位以内,〜10倍,3番人気以内,11943,3023,81.5,78.9,87.0,0
複勝,少頭数-12,MF複勝5位以内,〜10倍,3番人気以内,11943,7158,85.1,82.5,88.3,0
単勝,少頭数-12,MF複勝5位以内,〜20倍,人気不問,19358,3637,81.3,78.6,83.2,0
複勝,少頭数-12,MF複勝5位以内,〜20倍,人気不問,19358,9580,82.5,81.2,84.0,0
単勝,少頭数-12,MF複勝5位以内,〜20倍,4番人気以下,7232,603,81.4,74.1,90.0,0
複勝,少頭数-12,MF複勝5位以内,〜20倍,4番人気以下,7232,2358,78.0,75.4,83.3,0
単勝,少頭数-12,MF複勝5位以内,〜20倍,6番人気以下,1675,109,89.7,70.6,105.9,1
複勝,少頭数-12,MF複勝5位以内,〜20倍,6番人気以下,1675,420,79.6,74.0,85.2,0
単勝,少頭数-12,MF複勝5位以内,〜20倍,3番人気以内,12126,3034,81.3,78.7,85.9,0
複勝,少頭数-12,MF複勝5位以内,〜20倍,3番人気以内,12126,7222,85.3,82.6,88.3,0
